iso_code,country,year,co2,consumption_co2,co2_per_capita,consumption_co2_per_capita
CHN,China,2020,10667.887,,7.412,
AFG,Afghanistan,2019,12.147,,0.319,
CHN,China,2018,10289.99,9285.067,7.208,6.504
CHN,China,2014,9985.583,8697.497,7.135,6.215
CHN,China,2013,9952.744,8599.146,7.151,6.178
CHN,China,2017,9920.459,8888.677,6.981,6.255
CHN,China,2015,9848.42,8680.58,7,6.17
CHN,China,2012,9775.622,8367.184,7.062,6.045
CHN,China,2016,9720.444,8700.417,6.874,6.153
CHN,China,2011,9528.556,8063.335,6.922,5.858
CHN,China,2010,8616.653,7297.77,6.295,5.332
CHN,China,2009,7886.533,6729.098,5.794,4.944
CHN,China,2008,7496.832,5978.994,5.539,4.417
CHN,China,2007,6978.612,5481.465,5.185,4.072
CHN,China,2006,6488.804,5052.366,4.848,3.775
USA,United States,2005,6134.521,6596.274,20.795,22.361
USA,United States,2007,6131.004,6618.792,20.395,22.018
USA,United States,2004,6114.007,6560.312,20.913,22.44
USA,United States,2006,6051.668,6595.172,20.324,22.149
USA,United States,2003,6011.837,6380.355,20.744,22.015
USA,United States,2000,6010.508,6255.891,21.336,22.207
USA,United States,2002,5946.771,6285.678,20.7,21.88
USA,United States,2008,5914.078,6313.033,19.487,20.802
USA,United States,2001,5904.882,6163.755,20.747,21.657
CHN,China,2005,5876.555,4754.123,4.416,3.572
USA,United States,1999,5804.669,5961.355,20.839,21.402
USA,United States,1998,5731.05,5795.627,20.827,21.062
USA,United States,1997,5686.465,5632.188,20.928,20.728
USA,United States,2010,5675.786,5998.163,18.368,19.411
USA,United States,1996,5610.582,5526.463,20.909,20.595
USA,United States,2011,5540.173,5942.503,17.781,19.072
USA,United States,2014,5522.807,5823.158,17.331,18.273
USA,United States,2009,5478.21,5795.485,17.885,18.92
USA,United States,2013,5474.257,5797.617,17.302,18.324
USA,United States,1995,5421.502,5356.474,20.446,20.201
USA,United States,2018,5375.491,5726.611,16.434,17.507
USA,United States,2015,5371.771,5699.688,16.741,17.763
USA,United States,1994,5358.824,5295.36,20.435,20.193
USA,United States,2012,5338.698,5714.303,17,18.196
USA,United States,1993,5267.343,5194.3,20.296,20.014
,Africa,2019,1408.479,1034.752,1.077,0.791
USA,United States,2016,5248.024,5576.72,16.247,17.264
CHN,China,2004,5223.755,4324.427,3.948,3.268
USA,United States,2017,5207.751,5550.772,16.02,17.075
USA,United States,1992,5167.481,5134.515,20.108,19.979
USA,United States,1989,5131.927,,20.55,
USA,United States,1990,5113.455,5031.786,20.282,19.958
USA,United States,1991,5057.931,4949.136,19.871,19.444
USA,United States,1988,5050.268,,20.416,
USA,United States,1979,5008.359,,22.03,
USA,United States,1978,4941.142,,21.939,
USA,United States,1977,4889.398,,21.912,
USA,United States,1987,4825.445,,19.692,
USA,United States,1980,4808.296,,20.953,
USA,United States,1973,4784.823,,22.236,
USA,United States,1976,4747.563,,21.474,
USA,United States,2020,4712.771,,14.238,
USA,United States,1981,4686.172,,20.231,
USA,United States,1986,4663.165,,19.209,
USA,United States,1984,4661.921,,19.567,
USA,United States,1985,4652.383,,19.345,
USA,United States,1974,4620.82,,21.283,
USA,United States,1972,4572.791,,21.441,
CHN,China,2003,4545.014,3831.083,3.456,2.913
USA,United States,1975,4478.038,,20.44,
USA,United States,1982,4447.08,,19.019,
USA,United States,1983,4429.187,,18.765,
USA,United States,1971,4365.247,,20.651,
USA,United States,1970,4339.471,,20.712,
USA,United States,1969,4034.926,,19.43,
ALB,Albania,2019,4.863,5.851,1.688,2.031
CHN,China,2002,3872.595,3424.304,2.962,2.619
,Africa,1884,0.022,,0.005,
,Africa,1885,0.037,,0.008,
,Africa,1886,0.048,,0.01,
,Africa,1887,0.048,,0.01,
,Africa,1888,0.081,,0.017,
,Africa,1889,0.132,,0.028,
,Africa,1890,0.297,,0.062,
,Africa,1891,0.297,,0.062,
,Africa,1892,0.48,,0.099,
,Africa,1893,1.799,,0.366,
,Africa,1894,2.433,,0.49,
,Africa,1895,3.338,,0.664,
,Africa,1896,4.258,,0.838,
,Africa,1897,4.778,,0.93,
,Africa,1898,6.049,,1.164,
,Africa,1899,5.518,,1.048,
,Africa,1900,2.33,,0.436,
,Africa,1901,3.909,,0.721,
,Africa,1902,5.826,,1.057,
,Africa,1903,7.896,,1.169,
,Africa,1904,8.911,,1.296,
,Africa,1905,10.263,,1.467,
,Africa,1906,11.717,,1.646,
,Africa,1907,12.93,,1.785,
,Africa,1908,13.403,,1.819,
,Africa,1909,15.385,,2.052,
,Africa,1910,17.411,,2.283,
,Africa,1911,16.865,,0.892,
,Africa,1912,17.954,,0.937,
,Africa,1913,19.606,,1.01,
,Africa,1914,19.551,,0.994,
,Africa,1915,19.606,,0.466,
,Africa,1916,23.255,,0.461,
,Africa,1917,25.344,,0.497,
,Africa,1918,24.725,,0.48,
,Africa,1919,25.443,,0.511,
,Africa,1920,28.052,,0.461,
,Africa,1921,27.986,,0.454,
,Africa,1922,23.97,,0.399,
,Africa,1923,29.045,,0.477,
,Africa,1924,30.631,,0.496,
,Africa,1925,32.185,,0.513,
,Africa,1926,34.438,,0.541,
,Africa,1927,33.841,,0.492,
,Africa,1928,34.77,,0.457,
,Africa,1929,35.802,,0.464,
,Africa,1930,33.696,,0.43,
,Africa,1931,29.464,,0.37,
,Africa,1932,26.623,,0.329,
,Africa,1933,28.491,,0.324,
,Africa,1934,32.539,,0.364,
,Africa,1935,35.91,,0.396,
,Africa,1936,39.016,,0.439,
,Africa,1937,41.844,,0.464,
,Africa,1938,44.013,,0.48,
,Africa,1939,46.853,,0.499,
,Africa,1940,49.649,,0.52,
,Africa,1941,54.023,,0.47,
,Africa,1942,58.823,,0.504,
,Africa,1943,60.12,,0.507,
,Africa,1944,66.633,,0.649,
,Africa,1945,67.527,,0.628,
,Africa,1946,68.159,,0.644,
,Africa,1947,67.935,,0.609,
,Africa,1948,71.733,,0.545,
,Africa,1949,77.324,,0.577,
,Africa,1950,93.452,,0.474,
,Africa,1951,99.862,,0.496,
,Africa,1952,108.882,,0.529,
,Africa,1953,110.796,,0.527,
,Africa,1954,116.157,,0.541,
,Africa,1955,128.058,,0.583,
,Africa,1956,133.509,,0.594,
,Africa,1957,139.953,,0.608,
,Africa,1958,148.305,,0.58,
,Africa,1959,147.911,,0.54,
,Africa,1960,156.64,,0.559,
,Africa,1961,162.079,,0.565,
,Africa,1962,166.426,,0.567,
,Africa,1963,176.448,,0.586,
,Africa,1964,193.764,,0.627,
,Africa,1965,213.785,,0.675,
,Africa,1966,221.262,,0.681,
,Africa,1967,237.258,,0.712,
,Africa,1968,257.6,,0.754,
,Africa,1969,278.139,,0.794,
,Africa,1970,302.943,,0.843,
,Africa,1971,332.206,,0.9,
,Africa,1972,352.242,,0.928,
,Africa,1973,378.427,,0.972,
,Africa,1974,388.873,,0.972,
,Africa,1975,387.839,,0.944,
,Africa,1976,420.868,,0.997,
,Africa,1977,433.857,,1,
,Africa,1978,463.282,,1.038,
,Africa,1979,500.009,,1.089,
,Africa,1980,536.51,,1.137,
,Africa,1981,549.389,,1.132,
,Africa,1982,572.603,,1.146,
,Africa,1983,595.441,,1.159,
,Africa,1984,650.285,,1.23,
,Africa,1985,666.684,,1.226,
,Africa,1986,690.7,,1.235,
,Africa,1987,690.794,,1.201,
,Africa,1988,726.048,,1.228,
,Africa,1989,699.221,,1.15,
,Africa,1990,659.295,456.07,1.052,0.728
,Africa,1991,689.026,475.983,1.068,0.738
,Africa,1992,668.677,485.22,1.01,0.733
,Africa,1993,708.858,500.671,1.043,0.737
,Africa,1994,719.623,504.509,1.029,0.722
,Africa,1995,771.994,528.36,1.077,0.737
,Africa,1996,783.254,522.665,1.066,0.711
,Africa,1997,812.903,557.322,1.079,0.74
,Africa,1998,838.022,573.367,1.085,0.743
,Africa,1999,830.397,597.24,1.05,0.755
,Africa,2000,886.562,620.049,1.094,0.765
,Africa,2001,884.168,608.52,1.064,0.733
,Africa,2002,892.575,600.14,1.049,0.705
,Africa,2003,967.22,668.371,1.109,0.767
,Africa,2004,1036.686,716.243,1.16,0.802
,Africa,2005,1057.342,736.469,1.155,0.804
,Africa,2006,1090.195,760.679,1.161,0.81
,Africa,2007,1132.293,800.03,1.176,0.831
,Africa,2008,1181.391,834.292,1.197,0.845
,Africa,2009,1191.035,852.44,1.176,0.842
,Africa,2010,1218.023,861.195,1.172,0.829
,Africa,2011,1258.709,894.558,1.181,0.839
,Africa,2012,1253.144,906.331,1.146,0.829
,Africa,2013,1260.316,963.117,1.123,0.858
,Africa,2014,1363.5,1005.38,1.184,0.873
,Africa,2015,1322.735,989.366,1.119,0.837
,Africa,2016,1356.719,1018.286,1.119,0.84
,Africa,2017,1384.372,1025.97,1.113,0.825
,Africa,2018,1385.645,1023.076,1.086,0.802
DZA,Algeria,2019,166.642,,3.871,
,Africa,2020,1326.044,,0.99,
USA,United States,1968,3840.702,,18.662,
USA,United States,1967,3705.254,,18.172,
USA,United States,1966,3571.209,,17.688,
CHN,China,2001,3514.934,3186.14,2.706,2.452
CHN,China,1997,3510.169,3053.715,2.781,2.42
CHN,China,1996,3503.234,3120.878,2.799,2.493
CHN,China,2000,3439.152,3041.417,2.665,2.357
USA,United States,1965,3399.342,,17.019,
CHN,China,1998,3360.455,2955.87,2.642,2.324
CHN,China,1995,3357.909,2990.767,2.706,2.41
CHN,China,1999,3350.34,2992.905,2.614,2.335
USA,United States,1964,3264.111,,16.535,
USA,United States,1963,3126.294,,16.038,
CHN,China,1994,3100.002,2747.143,2.52,2.233
USA,United States,1962,2993.718,,15.567,
CHN,China,1993,2921.651,2757.562,2.397,2.262
USA,United States,1960,2897.138,,15.516,
USA,United States,1961,2886.696,,15.228,
USA,United States,1956,2859.82,,16.369,
USA,United States,1957,2835.606,,15.953,
USA,United States,1959,2831.737,,15.408,
USA,United States,1958,2746.937,,15.194,
CHN,China,1992,2730.788,2577.037,2.263,2.136
USA,United States,1955,2728.348,,15.892,
AND,Andorra,2019,0.502,,6.505,
USA,United States,1951,2618.576,,16.277,
USA,United States,1953,2612.826,,15.748,
CHN,China,1991,2606.096,2400.207,2.185,2.012
IND,India,2018,2599.806,2363.275,1.922,1.747
USA,United States,1948,2582.445,,16.751,
USA,United States,1952,2551.082,,15.625,
USA,United States,1950,2541.361,,16.003,
RUS,Russia,1990,2525.518,2040.272,17.118,13.829
USA,United States,1954,2489.314,,14.753,
USA,United States,1947,2485.752,,16.348,
CHN,China,1990,2484.855,2320.44,2.111,1.972
CHN,China,1989,2463.654,,2.127,
USA,United States,1944,2444.854,,16.759,
IND,India,2020,2441.792,,1.769,
IND,India,2017,2433.856,2243.221,1.818,1.676
RUS,Russia,1988,2430.947,,16.649,
CHN,China,1988,2425.894,,2.132,
RUS,Russia,1989,2400.308,,16.344,
RUS,Russia,1991,2396.205,2074.997,16.191,14.021
IND,India,2016,2382.223,2178.527,1.799,1.645
USA,United States,1945,2359.495,,15.952,
RUS,Russia,1987,2355.475,,16.241,
RUS,Russia,1986,2344.124,,16.279,
RUS,Russia,1985,2343.796,,16.395,
USA,United States,1943,2271.985,,15.79,
IND,India,2015,2268.567,2078.202,1.732,1.586
CHN,China,1987,2257.739,,2.023,
USA,United States,1946,2257.404,,15.052,
USA,United States,1942,2198.166,,15.49,
IND,India,2014,2185.856,1981.264,1.687,1.529
RUS,Russia,1984,2173.259,,15.311,
USA,United States,1949,2164.747,,13.84,
RUS,Russia,1983,2154.129,,15.284,
RUS,Russia,1980,2125.165,,15.394,
RUS,Russia,1982,2124.002,,15.176,
CHN,China,1986,2104.213,,1.922,
RUS,Russia,1981,2084.698,,14.998,
RUS,Russia,1979,2044.713,,14.91,
USA,United States,1941,2043.496,,14.58,
IND,India,2013,2036.937,1828.507,1.59,1.428
RUS,Russia,1978,2027.894,,14.883,
CHN,China,1985,1998.083,,1.858,
IND,India,2012,1963.586,1822.407,1.551,1.44
USA,United States,1929,1963.414,,15.502,
RUS,Russia,1977,1960.565,,14.478,
RUS,Russia,1992,1957.886,790.881,13.205,5.334
USA,United States,1926,1905.959,,15.697,
USA,United States,1923,1896.736,,16.32,
RUS,Russia,1976,1896.073,,14.087,
USA,United States,1940,1874.914,,13.527,
USA,United States,1927,1862.746,,15.119,
RUS,Russia,1993,1859.679,1120.505,12.534,7.552
CHN,China,1984,1844.828,,1.743,
USA,United States,1928,1830.87,,14.645,
RUS,Russia,1975,1825.755,,13.645,
USA,United States,1937,1792.546,,13.262,
IND,India,2011,1780.13,1664.061,1.424,1.331
USA,United States,1925,1758.098,,14.692,
USA,United States,1918,1747.718,,16.162,
USA,United States,1930,1744.828,,13.619,
USA,United States,1920,1738.246,,15.622,
RUS,Russia,1974,1736.921,,13.056,
USA,United States,1936,1713.35,,12.766,
USA,United States,1924,1698.32,,14.401,
CHN,China,1983,1694.217,,1.625,
RUS,Russia,2018,1691.647,1414.734,11.608,9.708
RUS,Russia,2012,1680.104,1474.347,11.668,10.239
AGO,Angola,2019,23.487,,0.738,
IND,India,2010,1677.888,1588.695,1.359,1.287
RUS,Russia,1973,1673.209,,12.649,
USA,United States,1917,1670.971,,15.673,
USA,United States,1939,1670.854,,12.173,
RUS,Russia,2011,1665.207,1420.831,11.588,9.887
RUS,Russia,2017,1646.457,1442.71,11.314,9.914
RUS,Russia,1994,1641.616,1179.78,11.066,7.953
RUS,Russia,2008,1636.923,1344.469,11.427,9.386
RUS,Russia,2015,1623.1,1388.442,11.195,9.576
RUS,Russia,2014,1622.589,1418.995,11.216,9.809
RUS,Russia,2013,1619.42,1436.668,11.221,9.954
RUS,Russia,2016,1618.599,1419.05,11.142,9.768
RUS,Russia,1995,1613.141,1171.392,10.883,7.903
RUS,Russia,2010,1613.113,1348.809,11.243,9.401
IND,India,2009,1612.817,1539.689,1.324,1.264
CHN,China,1982,1606.585,,1.563,
RUS,Russia,2006,1606.542,1253.856,11.203,8.744
RUS,Russia,1972,1605.411,,12.205,
RUS,Russia,2007,1604.549,1327.593,11.2,9.267
RUS,Russia,1996,1580.376,1255.007,10.677,8.479
RUS,Russia,2020,1577.136,,10.807,
RUS,Russia,2005,1547.599,1235.744,10.772,8.601
RUS,Russia,2004,1530.694,1212.18,10.624,8.413
RUS,Russia,2009,1528.961,1278.491,10.668,8.92
RUS,Russia,1971,1525.874,,11.663,
CHN,China,1979,1525.661,,1.547,
RUS,Russia,2003,1525.607,1199.119,10.55,8.292
USA,United States,1916,1518.981,,14.459,
USA,United States,1938,1515.693,,11.136,
RUS,Russia,2001,1507.707,1121.954,10.339,7.694
RUS,Russia,2002,1495.694,1128.132,10.3,7.769
CHN,China,1980,1494.496,,1.494,
CHN,China,1978,1492.778,,1.536,
USA,United States,1935,1492.28,,11.197,
RUS,Russia,1999,1486.301,1009.63,10.117,6.872
USA,United States,1931,1484.893,,11.475,
USA,United States,1919,1479.159,,13.485,
CHN,China,1981,1476.488,,1.456,
RUS,Russia,1997,1475.36,1177.522,9.987,7.971
RUS,Russia,2000,1471.259,1000.251,10.049,6.832
IND,India,2008,1462.815,1363.872,1.218,1.136
RUS,Russia,1998,1458.368,1052.785,9.897,7.144
USA,United States,1913,1442.542,,14.352,
RUS,Russia,1970,1437.871,,11.048,
USA,United States,1934,1436.196,,10.852,
USA,United States,1922,1435.758,,12.535,
USA,United States,1921,1423.669,,12.611,
USA,United States,1915,1367.697,,13.212,
RUS,Russia,1969,1367.141,,10.557,
IND,India,2007,1358.152,1277.397,1.148,1.08
USA,United States,1933,1348.842,,10.263,
USA,United States,1912,1343.565,,13.566,
CHN,China,1977,1340.831,,1.4,
USA,United States,1914,1317.98,,12.921,
JPN,Japan,2013,1315.343,1516.756,10.251,11.821
RUS,Russia,1968,1312.749,,10.187,
JPN,Japan,2012,1306.01,1559.779,10.17,12.146
JPN,Japan,2007,1303.134,1517.103,10.142,11.807
JPN,Japan,2005,1290.371,1525.231,10.055,11.886
JPN,Japan,2003,1287.468,1512.678,10.054,11.812
JPN,Japan,2004,1282.862,1509.544,10.006,11.774
JPN,Japan,2002,1279.12,1498.005,10.002,11.713
RUS,Russia,1967,1276.867,,9.961,
USA,United States,1910,1271.582,,13.264,
JPN,Japan,2006,1267.362,1501.167,9.869,11.689
JPN,Japan,2011,1264.866,1523.786,9.843,11.858
JPN,Japan,2000,1264.375,1531.72,9.915,12.011
JPN,Japan,2014,1263.729,1448.425,9.86,11.301
IND,India,2006,1259.744,1179.948,1.081,1.012
USA,United States,1911,1258.667,,12.911,
USA,United States,1932,1257.773,,9.637,
JPN,Japan,1996,1251.531,1493.301,9.882,11.791
JPN,Japan,2001,1249.766,1486.395,9.786,11.638
JPN,Japan,1997,1244.781,1467.958,9.81,11.568
JPN,Japan,1999,1241.611,1458.394,9.751,11.454
JPN,Japan,1995,1239.62,1502.331,9.81,11.889
JPN,Japan,2008,1232.314,1487.072,9.587,11.569
JPN,Japan,1994,1227.273,1470.311,9.736,11.664
CHN,China,1976,1226.421,,1.301,
JPN,Japan,2015,1223.396,1384.436,9.559,10.817
RUS,Russia,1966,1221.123,,9.584,
JPN,Japan,2010,1214.816,1431.594,9.451,11.137
JPN,Japan,1998,1204.993,1372.29,9.479,10.796
USA,United States,1907,1203.861,,13.292,
JPN,Japan,2016,1203.718,1364.764,9.422,10.682
JPN,Japan,2017,1188.123,1348.075,9.318,10.573
IND,India,2005,1185.953,1095.81,1.033,0.955
CHN,China,1975,1183.215,,1.277,
JPN,Japan,1992,1179.396,1428.314,9.41,11.396
JPN,Japan,1993,1172.339,1399.387,9.326,11.132
JPN,Japan,1991,1169.692,1340.654,9.363,10.731
USA,United States,1909,1165.706,,12.379,
JPN,Japan,2009,1163.213,1363.15,9.048,10.604
JPN,Japan,1990,1158.007,1322.011,9.301,10.618
RUS,Russia,1965,1156.312,,9.14,
JPN,Japan,2018,1143.458,1320.358,8.989,10.38
IND,India,2004,1125.471,1054.051,0.996,0.933
DEU,Germany,1979,1117.888,,14.252,
AIA,Anguilla,2019,0.139,,9.378,
ATA,Antarctica,2019,,,,
DEU,Germany,1980,1100.066,,14.052,
DEU,Germany,1976,1090.84,,13.846,
RUS,Russia,1964,1090.02,,8.69,
DEU,Germany,1973,1085.738,,13.755,
DEU,Germany,1978,1079.133,,13.734,
DEU,Germany,1974,1062.727,,13.468,
IND,India,2003,1059.616,990.4,0.953,0.891
USA,United States,1908,1052.813,,11.394,
DEU,Germany,1977,1052.609,,13.377,
DEU,Germany,1990,1052.477,1189.751,13.313,15.05
DEU,Germany,1969,1052.001,,13.442,
DEU,Germany,1981,1048.523,,13.424,
DEU,Germany,1986,1047.472,,13.463,
DEU,Germany,1985,1044.118,,13.439,
DEU,Germany,1972,1041.481,,13.2,
DEU,Germany,1971,1037.237,,13.165,
USA,United States,1906,1035.471,,11.664,
DEU,Germany,1984,1033.245,,13.301,
DEU,Germany,1987,1032.443,,13.234,
JPN,Japan,2020,1030.775,,8.15,
DEU,Germany,1988,1029.024,,13.141,
CHN,China,1974,1028.1,,1.132,
DEU,Germany,1970,1026.022,,13.057,
RUS,Russia,1963,1024.911,,8.251,
IND,India,2002,1023.027,940.248,0.936,0.86
JPN,Japan,1989,1021.682,,8.236,
DEU,Germany,1982,1015.734,,13.035,
DEU,Germany,1991,1014.225,1139.022,12.759,14.329
DEU,Germany,1983,1011.605,,13.008,
ATG,Antigua and Barbuda,2019,0.486,,5.008,
DEU,Germany,1989,1008.792,,12.825,
CHN,China,1973,1008.293,,1.134,
DEU,Germany,1975,1002.447,,12.712,
IND,India,2001,992.56,920.994,0.923,0.857
USA,United States,1905,986.482,,11.336,
JPN,Japan,1988,985.464,,7.974,
DEU,Germany,1968,984.791,,12.65,
IND,India,2000,978.919,897.026,0.926,0.849
DEU,Germany,1964,968.917,,12.803,
CHN,China,1972,968.646,,1.114,
DEU,Germany,1992,965.893,1198.609,12.079,14.99
DEU,Germany,1965,960.102,,12.59,
DEU,Germany,1996,959.151,1117.679,11.794,13.744
DEU,Germany,1993,956.132,1153.814,11.888,14.346
RUS,Russia,1962,955.667,,7.779,
JPN,Japan,1979,953.071,,8.155,
IND,India,1999,951.749,905.933,0.917,0.873
DEU,Germany,1966,951.422,,12.385,
DEU,Germany,1963,945.498,,12.593,
JPN,Japan,1980,944.869,,8.02,
DEU,Germany,1994,939.815,1127.865,11.627,13.953
DEU,Germany,1995,938.968,1135.381,11.572,13.993
JPN,Japan,1984,937.07,,7.732,
DEU,Germany,1967,936.229,,12.103,
JPN,Japan,1977,933.238,,8.127,
DEU,Germany,1997,931.324,1074.243,11.441,13.197
JPN,Japan,1981,926.835,,7.806,
DEU,Germany,1998,923.357,1078.998,11.343,13.255
DEU,Germany,2001,916.649,1087.492,11.254,13.351
JPN,Japan,1974,914.306,,8.235,
JPN,Japan,1973,914.265,,8.347,
JPN,Japan,1985,912.401,,7.486,
JPN,Japan,1986,912.26,,7.446,
RUS,Russia,1961,910.542,,7.5,
CHN,China,1971,909.21,,1.071,
JPN,Japan,1976,907.145,,7.98,
JPN,Japan,1987,902.53,,7.333,
JPN,Japan,1978,901.59,,7.78,
DEU,Germany,2003,901.152,1065.291,11.042,13.053
DEU,Germany,2002,899.971,1058.043,11.038,12.976
DEU,Germany,2000,899.852,1092.498,11.055,13.421
JPN,Japan,1982,897.408,,7.503,
DEU,Germany,1999,895.874,1087.584,11.007,13.363
USA,United States,1903,894.407,,10.698,
DEU,Germany,2004,887.089,1070.068,10.865,13.106
DEU,Germany,1962,883.169,,11.856,
RUS,Russia,1960,882.927,,7.366,
USA,United States,1904,882.058,,10.341,
JPN,Japan,1983,880.909,,7.315,
DEU,Germany,2006,878.32,1078.622,10.781,13.239
IND,India,1998,877.698,822.335,0.861,0.807
JPN,Japan,1975,868.511,,7.726,
DEU,Germany,2005,866.697,1049.981,10.621,12.867
IND,India,1997,859.686,805.435,0.859,0.805
DEU,Germany,2008,854.927,1011.373,10.546,12.476
JPN,Japan,1972,852.17,,7.892,
DEU,Germany,2007,851.624,1021.717,10.478,12.571
RUS,Russia,1959,848.035,,7.17,
DEU,Germany,1961,834.84,,11.293,
DEU,Germany,2010,832.949,977.936,10.305,12.099
DEU,Germany,2013,831.454,922.811,10.243,11.368
IND,India,1996,825.919,770.262,0.841,0.784
DEU,Germany,2012,813.985,922.379,10.053,11.391
DEU,Germany,1960,813.95,,11.087,
DEU,Germany,2011,809.217,978.379,10.008,12.1
CHN,China,1970,807.953,,0.976,
RUS,Russia,1958,806.603,,6.916,
DEU,Germany,2016,800.687,873.875,9.742,10.632
CHN,China,1960,798.8,,1.21,
JPN,Japan,1971,796.544,,7.484,
ARG,Argentina,2019,167.566,166.599,3.742,3.72
DEU,Germany,2015,795.61,875.593,9.728,10.706
DEU,Germany,2014,792.588,888.858,9.731,10.913
DEU,Germany,2009,790.295,931.35,9.769,11.512
DEU,Germany,2017,785.883,872.374,9.508,10.554
DEU,Germany,1957,777.908,,10.777,
JPN,Japan,1970,767.963,,7.319,
DEU,Germany,1956,766.191,,10.664,
USA,United States,1902,764.496,,9.329,
IND,India,1995,762.121,722.209,0.791,0.749
DEU,Germany,1958,756.379,,10.426,
DEU,Germany,1959,755.795,,10.36,
RUS,Russia,1957,755.682,,6.576,
DEU,Germany,2018,754.112,861.86,9.072,10.368
IRN,Iran,2020,745.035,,8.87,
UKR,Ukraine,1985,742.189,,14.576,
UKR,Ukraine,1986,739.272,,14.474,
ARM,Armenia,2019,5.529,5.472,1.869,1.85
UKR,Ukraine,1987,733.237,,14.316,
UKR,Ukraine,1988,725.849,,14.138,
DEU,Germany,1955,723.498,,10.114,
USA,United States,1901,721.528,,8.981,
CHN,China,1959,720.152,,1.108,
IND,India,1994,716.918,687.337,0.758,0.727
IRN,Iran,2017,712.256,643.513,8.829,7.977
ABW,Aruba,2019,0.851,,8.006,
IRN,Iran,2018,707.157,646.208,8.645,7.9
UKR,Ukraine,1990,705.83,505.669,13.715,9.826
RUS,Russia,1956,690.554,,6.103,
UKR,Ukraine,1984,687.939,,13.556,
UKR,Ukraine,1989,682.617,,13.275,
UKR,Ukraine,1983,681.926,,13.485,
DEU,Germany,1943,679.43,,9.614,
IND,India,1993,677.916,653.986,0.731,0.705
SAU,Saudi Arabia,2015,674.878,702.447,21.278,22.147
UKR,Ukraine,1980,673.004,,13.469,
UKR,Ukraine,1982,672.464,,13.349,
KOR,South Korea,2018,671.631,714.41,13.125,13.961
DEU,Germany,1942,667.899,,9.431,
USA,United States,1900,662.738,,8.414,
DEU,Germany,1941,660.793,,9.328,
,Asia,2019,20608.593,19125.189,4.48,4.158
GBR,United Kingdom,1971,660.388,,11.846,
UKR,Ukraine,1981,659.953,,13.153,
DEU,Germany,1954,659.732,,9.262,
GBR,United Kingdom,1973,659.577,,11.777,
IND,India,1992,656.033,648.605,0.722,0.713
KOR,South Korea,2017,655.747,695.522,12.834,13.612
DEU,Germany,1940,654.325,,9.251,
JPN,Japan,1969,653.215,,6.312,
GBR,United Kingdom,1970,652.577,,11.743,
DEU,Germany,1939,648.625,,9.201,
GBR,United Kingdom,1972,648.026,,11.594,
,Asia (excl. China & India),2019,7492.636,7271.882,4.163,4.04
UKR,Ukraine,1979,647.476,,13.015,
GBR,United Kingdom,1979,644.513,,11.467,
DEU,Germany,2020,644.31,,7.69,
UKR,Ukraine,1978,642.147,,12.967,
IRN,Iran,2014,641.842,593.35,8.286,7.66
SAU,Saudi Arabia,2017,639.378,662.534,19.316,20.015
KOR,South Korea,2016,639.259,675.121,12.539,13.242
SAU,Saudi Arabia,2016,639.056,668.254,19.698,20.598
IRN,Iran,2016,637.362,587.458,8.011,7.384
KOR,South Korea,2013,635.791,671.427,12.628,13.336
KOR,South Korea,2015,635.214,675.276,12.498,13.287
AUS,Australia,2019,414.517,375.457,16.447,14.897
UKR,Ukraine,1991,632.537,459.555,12.292,8.93
KOR,South Korea,2014,630.595,675.41,12.46,13.346
RUS,Russia,1955,629.836,,5.656,
KOR,South Korea,2012,628.936,666.065,12.564,13.305
IRN,Iran,2015,628.626,590.741,8.009,7.526
GBR,United Kingdom,1969,628.383,,11.349,
USA,United States,1899,625.534,,8.099,
SAU,Saudi Arabia,2020,625.508,,17.967,
KOR,South Korea,2011,624.55,675.18,12.545,13.562
DEU,Germany,1953,623.492,,8.79,
AUT,Austria,2019,67.962,91.621,7.589,10.231
GBR,United Kingdom,1965,622.112,,11.469,
SAU,Saudi Arabia,2018,621.953,639.686,18.454,18.98
UKR,Ukraine,1977,620.894,,12.598,
GBR,United Kingdom,1966,618.075,,11.326,
GBR,United Kingdom,1974,617.184,,11.003,
IND,India,1991,615.925,599.255,0.691,0.672
IDN,Indonesia,2018,614.884,625.786,2.297,2.338
DEU,Germany,1952,610.981,,8.652,
IRN,Iran,2013,610.21,552.954,7.978,7.23
SAU,Saudi Arabia,2014,609.206,622.16,19.705,20.124
GBR,United Kingdom,1991,608.431,676.024,10.62,11.8
GBR,United Kingdom,1964,607.866,,11.281,
CHN,China,1969,607.683,,0.754,
GBR,United Kingdom,1968,606.488,,11,
GBR,United Kingdom,1978,604.714,,10.759,
GBR,United Kingdom,1977,604.362,,10.753,
GBR,United Kingdom,1963,603.386,,11.278,
GBR,United Kingdom,1975,603.247,,10.743,
IRN,Iran,2012,602.738,557.712,7.979,7.383
DEU,Germany,1938,601.273,,8.574,
UKR,Ukraine,1976,600.517,,12.247,
GBR,United Kingdom,1990,600.344,668.421,10.508,11.699
DEU,Germany,1944,600.273,,8.512,
GBR,United Kingdom,1976,598.526,,10.652,
KOR,South Korea,2020,597.605,,11.656,
KOR,South Korea,2010,595.59,650.333,12.021,13.126
CAN,Canada,2007,594.665,599.677,18.058,18.21
GBR,United Kingdom,1962,592.931,,11.164,
GBR,United Kingdom,1992,592.884,691.787,10.321,12.042
