iso_code,country,year,co2,consumption_co2,co2_per_capita,consumption_co2_per_capita
KAZ,Kazakhstan,1979,221.234,,15.108,
KAZ,Kazakhstan,2006,221.13,183.55,14.219,11.803
TUR,Turkey,2002,220.978,234.593,3.392,3.601
DEU,Germany,1891,220.84,,4.522,
DEU,Germany,1893,220.712,,4.402,
AUS,Australia,1980,220.537,,15.117,
IDN,Indonesia,1993,219.762,198.564,1.152,1.04
KAZ,Kazakhstan,1993,219.593,172.402,13.571,10.654
KAZ,Kazakhstan,1978,219.572,,15.143,
UKR,Ukraine,1956,219.172,,5.404,
EGY,Egypt,2015,219.167,229.091,2.371,2.478
ZAF,South Africa,1979,218.684,,7.859,
BRA,Brazil,1990,218.658,245.207,1.468,1.646
FRA,France,1937,217.705,,5.391,
FRA,France,1931,217.494,,5.347,
GBR,United Kingdom,1867,217.374,,7.081,
THA,Thailand,2004,217.171,204.992,3.341,3.154
MYS,Malaysia,2011,216.994,197.058,7.574,6.878
POL,Poland,1962,216.607,,7.128,
ARE,United Arab Emirates,2015,216.583,229.172,23.382,24.741
IND,India,1974,216.061,,0.355,
IDN,Indonesia,1998,215.971,140.473,1.05,0.683
MYS,Malaysia,2010,215.935,192.083,7.655,6.81
CHN,China,1956,215.824,,0.347,
SAU,Saudi Arabia,1997,215.807,205.563,11.12,10.592
MYS,Malaysia,2012,215.213,213.027,7.404,7.328
DEU,Germany,1892,214.989,,4.346,
FRA,France,1953,214.739,,5.034,
ARE,United Arab Emirates,2016,214.667,224.076,22.932,23.937
RUS,Russia,1944,214.434,,2.208,
ITA,Italy,1966,213.982,,4.11,
ESP,Spain,1980,213.912,,5.674,
UKR,Ukraine,2020,213.909,,4.891,
FRA,France,1925,213.827,,5.413,
FRA,France,1926,213.732,,5.375,
ROU,Romania,1989,213.599,,9.102,
TUR,Turkey,2001,213.486,211.921,3.326,3.301
EGY,Egypt,2020,213.457,,2.086,
GBR,United Kingdom,1868,213.219,,6.887,
PRK,North Korea,1989,213.072,,10.657,
FRA,France,1927,213.04,,5.323,
EGY,Egypt,2011,213.027,212.309,2.52,2.512
KAZ,Kazakhstan,1977,212.478,,14.797,
ROU,Romania,1988,212.222,,9.072,
BRA,Brazil,1989,212.131,,1.45,
TUR,Turkey,1998,212.04,226.645,3.457,3.696
TUR,Turkey,1997,212.006,223.621,3.512,3.704
GBR,United Kingdom,1866,211.732,,6.956,
IRQ,Iraq,2017,211.703,,5.638,
ROU,Romania,1987,211.632,,9.087,
FRA,France,1928,211.619,,5.254,
IRQ,Iraq,2018,211.326,,5.498,
KOR,South Korea,1988,211,,5.014,
CAN,Canada,1963,210.911,,11.134,
IRQ,Iraq,2020,210.829,,5.242,
USA,United States,1881,210.193,,3.995,
IRN,Iran,1990,209.944,202.356,3.725,3.59
IND,India,1973,209.291,,0.352,
ESP,Spain,2020,208.915,,4.468,
EGY,Egypt,2012,208.718,221.075,2.415,2.558
ESP,Spain,1982,208.599,,5.459,
SAU,Saudi Arabia,1990,208.497,193.762,12.843,11.936
DEU,Germany,1890,208.232,,4.315,
TUR,Turkey,1999,207.804,228.765,3.336,3.673
TWN,Taiwan,1999,207.796,225.957,9.515,10.347
BRA,Brazil,1988,207.596,,1.445,
VEN,Venezuela,2013,207.425,191.747,6.965,6.438
SAU,Saudi Arabia,1998,207.24,218.253,10.476,11.032
POL,Poland,1961,207.235,,6.904,
PAK,Pakistan,2016,207.019,215.066,1.017,1.056
CAN,Canada,1962,206.991,,11.13,
EGY,Egypt,2013,206.949,214.358,2.341,2.425
FRA,France,1924,206.635,,5.265,
ESP,Spain,1981,206.096,,5.428,
BRA,Brazil,1987,205.839,,1.461,
KAZ,Kazakhstan,1976,205.676,,14.472,
GBR,United Kingdom,1865,205.488,,6.808,
ARE,United Arab Emirates,2013,205.39,230.884,22.33,25.102
AUS,Australia,1979,204.875,,14.215,
SAU,Saudi Arabia,1986,204.604,,14.833,
IDN,Indonesia,1992,203.577,188.661,1.084,1.005
ESP,Spain,1983,203.435,,5.296,
SAU,Saudi Arabia,1989,203.424,,12.985,
IND,India,1972,203.227,,0.35,
EGY,Egypt,2009,203.17,198.206,2.504,2.443
ESP,Spain,1979,202.747,,5.423,
FRA,France,1950,202.429,,4.839,
SAU,Saudi Arabia,1988,202.252,,13.421,
THA,Thailand,2003,201.993,183.357,3.129,2.841
MYS,Malaysia,2008,201.985,176.57,7.416,6.483
ARE,United Arab Emirates,2014,201.927,229.169,21.915,24.871
ZAF,South Africa,1978,201.891,,7.439,
AUS,Australia,1978,201.825,,14.164,
KAZ,Kazakhstan,2005,201.8,154.914,13.102,10.058
FRA,France,1938,201.798,,5.004,
ROU,Romania,1986,201.641,,8.701,
ARE,United Arab Emirates,2012,201.548,220.844,22.047,24.158
FRA,France,1934,201.35,,4.964,
EGY,Egypt,2010,200.841,202.485,2.427,2.447
PRK,North Korea,1988,200.808,,10.189,
MYS,Malaysia,2009,200.713,169.687,7.237,6.118
TWN,Taiwan,1998,200.159,217.527,9.215,10.014
ROU,Romania,1983,200.116,,8.736,
ESP,Spain,1985,199.931,,5.162,
UKR,Ukraine,1955,199.912,,4.995,
ZAF,South Africa,1977,199.747,,7.543,
POL,Poland,1960,199.577,,6.739,
TUR,Turkey,1996,199.522,209.648,3.358,3.528
ESP,Spain,1978,199.514,,5.386,
FRA,France,1933,199.387,,4.908,
DEU,Germany,1889,198.849,,4.166,
USA,United States,1880,198.684,,3.865,
KAZ,Kazakhstan,1975,198.233,,14.109,
FRA,France,1936,198.079,,4.898,
POL,Poland,1943,197.786,,7.128,
ESP,Spain,1976,197.746,,5.451,
ROU,Romania,1981,197.73,,8.696,
ESP,Spain,1984,197.667,,5.123,
RUS,Russia,1935,197.517,,2.21,
ESP,Spain,1988,197.458,,5.058,
BRA,Brazil,1986,197.293,,1.428,
FRA,France,1948,196.501,,4.747,
ROU,Romania,1980,196.199,,8.675,
ROU,Romania,1979,195.676,,8.711,
FRA,France,1935,195.372,,4.824,
ROU,Romania,1982,195.329,,8.556,
VNM,Vietnam,2017,195.249,198.223,2.064,2.095
ESP,Spain,1977,194.829,,5.314,
EGY,Egypt,2008,194.764,182.869,2.446,2.296
FRA,France,1939,194.617,,4.828,
IRQ,Iraq,2016,194.361,,5.309,
CAN,Canada,1961,194.001,,10.64,
GBR,United Kingdom,1864,193.91,,6.479,
ROU,Romania,1985,193.907,,8.405,
ROU,Romania,1978,193.539,,8.684,
VNM,Vietnam,2015,193.004,205.652,2.082,2.219
ARE,United Arab Emirates,2011,192.991,227.208,21.571,25.396
ZAF,South Africa,1976,192.917,,7.467,
VNM,Vietnam,2016,192.766,198.718,2.059,2.122
VEN,Venezuela,2002,192.747,104.701,7.679,4.171
CAN,Canada,1960,192.716,,10.798,
JPN,Japan,1959,192.62,,2.076,
ARG,Argentina,2015,192.406,202.157,4.467,4.693
MEX,Mexico,1977,192.394,,3.06,
IND,India,1971,192.145,,0.338,
FRA,France,1932,191.775,,4.714,
ARG,Argentina,2012,191.715,188.628,4.591,4.518
VEN,Venezuela,2003,191.458,136.613,7.493,5.346
ARG,Argentina,2016,190.977,195.196,4.389,4.486
THA,Thailand,2002,190.81,160.514,2.978,2.505
TWN,Taiwan,1997,190.542,219.618,8.818,10.164
CHN,China,1955,190.521,,0.311,
SAU,Saudi Arabia,1987,190.447,,13.184,
ARG,Argentina,2011,190.274,183.195,4.605,4.434
IRN,Iran,1989,190.198,,3.469,
ARG,Argentina,2013,190.133,194.151,4.506,4.601
CAN,Canada,1956,189.802,,11.778,
POL,Poland,1959,189.66,,6.498,
ITA,Italy,1965,189.528,,3.668,
ESP,Spain,1987,189.508,,4.865,
ESP,Spain,1986,189.113,,4.867,
POL,Poland,1944,189.04,,6.943,
TCD,Chad,2019,1.005,,0.063,
ROU,Romania,1984,188.817,,8.215,
KAZ,Kazakhstan,1974,188.716,,13.606,
ARG,Argentina,2014,188.657,192.79,4.425,4.522
KAZ,Kazakhstan,2004,188.547,139.702,12.364,9.161
ARG,Argentina,2008,188.106,170.681,4.693,4.258
JPN,Japan,1957,188.067,,2.068,
ARG,Argentina,2017,187.805,195.394,4.274,4.447
AUS,Australia,1977,187.609,,13.313,
BRA,Brazil,1979,187.334,,1.589,
NLD,Netherlands,1979,187.007,,13.292,
ARG,Argentina,2010,186.733,175.006,4.566,4.279
VEN,Venezuela,2014,186.708,186.458,6.215,6.206
DEU,Germany,1888,186.347,,3.944,
BRA,Brazil,1980,185.937,,1.541,
EGY,Egypt,2007,185.907,170.143,2.376,2.175
KAZ,Kazakhstan,1994,185.658,149.641,11.588,9.34
KOR,South Korea,1987,185.399,,4.448,
ZAF,South Africa,1975,185.011,,7.343,
CAN,Canada,1959,184.481,,10.58,
CZE,Czechia,1978,184.394,,17.967,
CZE,Czechia,1984,184.302,,17.823,
FRA,France,1923,184.189,,4.723,
VEN,Venezuela,2010,184.084,160.072,6.473,5.628
MEX,Mexico,1976,183.74,,3,
FRA,France,1947,183.624,,4.452,
CZE,Czechia,1986,183.149,,17.734,
CAN,Canada,1957,182.811,,11.038,
CZE,Czechia,1977,182.811,,17.921,
MYS,Malaysia,2007,182.455,157.536,6.828,5.896
VEN,Venezuela,2012,182.224,173.518,6.206,5.91
CAN,Canada,1958,182.155,,10.712,
KAZ,Kazakhstan,1973,181.926,,13.306,
IND,India,1970,181.899,,0.328,
CZE,Czechia,1985,181.855,,17.603,
POL,Poland,1942,181.613,,6.422,
CZE,Czechia,1980,181.592,,17.547,
NLD,Netherlands,2010,181.538,184.391,10.882,11.053
NLD,Netherlands,1996,181.453,215.386,11.659,13.839
MYS,Malaysia,2005,181.333,150.837,7.058,5.871
JPN,Japan,1958,181.161,,1.972,
ARG,Argentina,2018,181.1,184.79,4.082,4.166
ESP,Spain,1975,181.054,,5.046,
CZE,Czechia,1987,180.968,,17.523,
TUR,Turkey,1995,180.903,221.227,3.093,3.782
NLD,Netherlands,2004,180.896,189.801,11.107,11.653
THA,Thailand,2001,180.708,159.918,2.844,2.517
ARE,United Arab Emirates,2010,180.622,205.977,21.125,24.091
IDN,Indonesia,1991,180.621,165.286,0.978,0.895
GBR,United Kingdom,1863,180.225,,6.073,
VEN,Venezuela,2015,180.124,193.824,5.988,6.443
BRA,Brazil,1985,180.004,,1.331,
CZE,Czechia,1981,179.596,,17.326,
CZE,Czechia,1979,179.514,,17.405,
NLD,Netherlands,2003,179.009,188.961,11.049,11.664
KAZ,Kazakhstan,2003,178.962,135.586,11.852,8.979
ARG,Argentina,2009,178.949,160.425,4.42,3.963
MYS,Malaysia,2006,178.785,152.467,6.823,5.819
POL,Poland,1957,178.682,,6.323,
THA,Thailand,1997,178.594,172.453,2.935,2.834
KAZ,Kazakhstan,1995,178.381,136.674,11.262,8.629
CZE,Czechia,1983,178.172,,17.208,
ROU,Romania,1977,178.077,,8.062,
CZE,Czechia,1982,177.937,,17.167,
CZE,Czechia,1988,177.844,,17.215,
IND,India,1969,177.589,,0.327,
CZE,Czechia,1976,177.452,,17.51,
NLD,Netherlands,2005,176.922,191.86,10.81,11.722
TWN,Taiwan,1996,176.779,200.81,8.226,9.345
POL,Poland,1958,176.735,,6.151,
NLD,Netherlands,1980,176.632,,12.484,
ZAF,South Africa,1974,176.552,,7.191,
KOR,South Korea,1986,176.337,,4.273,
UKR,Ukraine,1954,176.304,,4.467,
NLD,Netherlands,2001,176.211,139.923,11.001,8.735
BRA,Brazil,1978,176.107,,1.53,
EGY,Egypt,2006,176.019,158.761,2.29,2.065
VEN,Venezuela,2011,175.945,155.333,6.091,5.377
ITA,Italy,1964,175.721,,3.427,
AUS,Australia,1975,175.717,,12.758,
PRK,North Korea,1987,175.619,,9.038,
NLD,Netherlands,2002,175.571,151.698,10.898,9.416
USA,United States,1879,175.469,,3.494,
NLD,Netherlands,1998,175.463,214.891,11.144,13.648
SAU,Saudi Arabia,1981,175.305,,17,
IRN,Iran,1988,175.143,,3.3,
GBR,United Kingdom,1861,175.048,,5.997,
NLD,Netherlands,2008,174.862,183.554,10.554,11.079
KAZ,Kazakhstan,1972,174.672,,12.973,
ARG,Argentina,2006,174.609,149.6,4.444,3.808
NLD,Netherlands,1997,174.494,209.834,11.146,13.403
RUS,Russia,1934,174.494,,1.97,
ROU,Romania,1976,174.472,,7.974,
ARG,Argentina,2007,174.246,155.646,4.391,3.922
IND,India,1968,174.246,,0.328,
AUS,Australia,1976,174.078,,12.492,
THA,Thailand,1996,173.729,183.769,2.889,3.056
ZAF,South Africa,1973,173.358,,7.25,
ESP,Spain,1974,172.666,,4.867,
VEN,Venezuela,1999,172.563,116.935,7.269,4.926
SAU,Saudi Arabia,1985,172.421,,13.143,
NLD,Netherlands,1995,172.3,217.912,11.139,14.088
AUS,Australia,1974,172.192,,12.656,
NLD,Netherlands,2006,172.098,219.078,10.468,13.326
VEN,Venezuela,2001,171.975,120.42,6.978,4.886
NLD,Netherlands,2007,171.881,181.198,10.413,10.977
ZAF,South Africa,1972,171.557,,7.369,
FRA,France,1913,171.112,,4.299,
MYS,Malaysia,2004,171.102,141.806,6.792,5.629
NLD,Netherlands,2000,171.085,143.37,10.742,9.002
TUR,Turkey,1993,171.011,228.928,3.018,4.041
BRA,Brazil,1982,170.924,,1.351,
ROU,Romania,1990,170.88,158.126,7.275,6.732
AUS,Australia,1973,170.829,,12.718,
NLD,Netherlands,1994,170.788,214.495,11.112,13.956
CZE,Czechia,1975,170.746,,16.956,
BRA,Brazil,1981,170.622,,1.381,
DEU,Germany,1887,170.391,,3.64,
NLD,Netherlands,1991,170.227,208.876,11.3,13.865
NLD,Netherlands,1993,170.206,218.647,11.148,14.321
NLD,Netherlands,1992,170.015,237.512,11.21,15.661
NLD,Netherlands,1999,169.937,144.369,10.731,9.117
NLD,Netherlands,1978,169.793,,12.142,
CZE,Czechia,1989,169.623,,16.411,
VEN,Venezuela,2009,169.573,165.999,6.05,5.922
NLD,Netherlands,2009,169.539,177.501,10.197,10.676
VEN,Venezuela,2016,169.477,182.108,5.677,6.1
CAN,Canada,1955,169.473,,10.812,
GBR,United Kingdom,1862,169.471,,5.759,
PAK,Pakistan,2015,169.252,179.645,0.849,0.901
SAU,Saudi Arabia,1980,169.24,,17.463,
NLD,Netherlands,1976,169.131,,12.262,
VNM,Vietnam,2014,169.006,197.721,1.843,2.156
TWN,Taiwan,1995,168.873,216.27,7.908,10.127
ARE,United Arab Emirates,2017,168.831,203.227,17.796,21.421
THA,Thailand,2000,168.8,154.567,2.681,2.455
KOR,South Korea,1985,168.792,,4.137,
VEN,Venezuela,2008,168.69,132.181,6.104,4.783
ZAF,South Africa,1971,168.405,,7.43,
NLD,Netherlands,2011,168.271,168.34,10.053,10.057
GBR,United Kingdom,1860,167.95,,5.798,
BRA,Brazil,1984,167.683,,1.267,
CHL,Chile,2019,86.129,93.648,4.545,4.941
TUR,Turkey,1994,167.433,208.017,2.909,3.614
POL,Poland,1940,167.247,,5.782,
VEN,Venezuela,1998,166.804,155.339,7.162,6.67
CHN,China,2019,10489.989,9442.835,7.316,6.586
POL,Poland,1956,166.417,,5.993,
KAZ,Kazakhstan,1971,166.123,,12.537,
IRQ,Iraq,2015,165.647,,4.657,
BRA,Brazil,1983,165.523,,1.279,
ARE,United Arab Emirates,2009,165.5,195.883,20.903,24.741
NLD,Netherlands,1973,165.26,,12.304,
FRA,France,1946,165.245,,4.021,
IRQ,Iraq,2014,165.151,,4.799,
EGY,Egypt,2005,165.044,152.812,2.185,2.023
THA,Thailand,1999,164.987,147.305,2.648,2.364
NLD,Netherlands,2016,164.925,151.658,9.712,8.931
POL,Poland,1941,164.803,,5.747,
NLD,Netherlands,2012,164.7,165.106,9.808,9.832
NLD,Netherlands,2013,164.685,160.932,9.777,9.555
ITA,Italy,1963,164.556,,3.236,
CZE,Czechia,1990,164.203,150.84,15.879,14.587
NLD,Netherlands,2015,164.2,154.4,9.694,9.115
MEX,Mexico,1975,164.139,,2.754,
NLD,Netherlands,1981,164.11,,11.538,
KAZ,Kazakhstan,1996,163.941,121.649,10.488,7.782
TUR,Turkey,1992,163.922,246.233,2.94,4.417
VEN,Venezuela,2005,163.823,117.634,6.198,4.45
IRN,Iran,1977,163.732,,4.704,
IRQ,Iraq,2013,163.677,,4.936,
NLD,Netherlands,1977,163.606,,11.776,
FRA,France,1922,163.151,,4.211,
CZE,Czechia,1974,163.145,,16.303,
DEU,Germany,1886,163.033,,3.515,
IRN,Iran,1979,162.982,,4.377,
CAN,Canada,1954,162.968,,10.69,
CAN,Canada,1951,162.678,,11.555,
NLD,Netherlands,2017,162.61,150.529,9.553,8.844
BRA,Brazil,1977,162.258,,1.443,
IRN,Iran,1978,162.104,,4.508,
ROU,Romania,1975,162.006,,7.478,
NLD,Netherlands,1990,161.807,200.688,10.812,13.41
NLD,Netherlands,1989,161.664,,10.873,
VEN,Venezuela,2017,161.536,175.702,5.494,5.976
DZA,Algeria,2018,161.487,,3.824,
ARG,Argentina,2005,161.434,134.55,4.151,3.46
UKR,Ukraine,1953,161.424,,4.148,
CZE,Czechia,1973,161.404,,16.228,
DEU,Germany,1885,161.183,,3.508,
TWN,Taiwan,1994,161.16,210.091,7.599,9.906
KAZ,Kazakhstan,2002,161.037,126.158,10.753,8.424
CHN,China,1954,160.877,,0.267,
SAU,Saudi Arabia,1983,160.837,,13.745,
CZE,Czechia,1972,160.825,,16.26,
KOR,South Korea,1984,160.735,,3.989,
JPN,Japan,1956,160.636,,1.785,
CAN,Canada,1953,160.608,,10.826,
VEN,Venezuela,2006,160.16,108.838,5.965,4.053
NLD,Netherlands,1974,159.985,,11.796,
IRN,Iran,1985,159.857,,3.376,
IND,India,1967,159.726,,0.307,
IND,India,1966,159.54,,0.313,
CAN,Canada,1952,159.409,,11.035,
CZE,Czechia,1971,159.347,,16.182,
NLD,Netherlands,2018,159.02,152.415,9.322,8.934
FRA,France,1912,158.578,,3.96,
IRN,Iran,1987,158.563,,3.097,
CAN,Canada,1948,158.507,,12.03,
THA,Thailand,1998,158.145,129.458,2.568,2.102
TUR,Turkey,1991,157.982,211.286,2.881,3.853
SAU,Saudi Arabia,1982,157.893,,14.368,
NLD,Netherlands,2014,157.663,156.082,9.333,9.24
DEU,Germany,1884,157.526,,3.46,
NLD,Netherlands,1972,157.495,,11.849,
AUS,Australia,1972,157.337,,11.88,
ARG,Argentina,2004,157.043,126.643,4.08,3.29
ARG,Argentina,2020,156.978,,3.473,
FRA,France,1911,156.907,,3.902,
PRK,North Korea,1986,156.835,,8.187,
KAZ,Kazakhstan,1970,156.668,,12.018,
MYS,Malaysia,2003,156.521,132.733,6.337,5.374
IRN,Iran,1976,156.459,,4.638,
PAK,Pakistan,2014,156.243,167.582,0.8,0.858
PAK,Pakistan,2007,155.846,163.935,0.929,0.977
KAZ,Kazakhstan,1997,155.571,113.808,10.098,7.387
THA,Thailand,1995,155.517,174.343,2.615,2.932
SAU,Saudi Arabia,1984,155.512,,12.522,
PAK,Pakistan,2008,155.356,164.921,0.905,0.961
PAK,Pakistan,2009,155.221,163.559,0.884,0.932
DZA,Algeria,2020,154.995,,3.535,
ESP,Spain,1973,154.957,,4.419,
DZA,Algeria,2017,154.936,,3.743,
MEX,Mexico,1974,154.727,,2.669,
PAK,Pakistan,2011,154.66,163.246,0.844,0.89
JPN,Japan,1941,154.605,,2.112,
BRA,Brazil,1976,154.574,,1.408,
CZE,Czechia,1970,154.42,,15.729,
ARE,United Arab Emirates,2018,154.204,205.274,16.011,21.314
POL,Poland,1955,154.202,,5.655,
CXR,Christmas Island,2019,,,,
PAK,Pakistan,2010,154.145,162.407,0.859,0.905
CAN,Canada,1950,154.134,,11.223,
ARE,United Arab Emirates,2008,153.97,244.484,21.718,34.485
PAK,Pakistan,2012,153.876,165.548,0.822,0.884
IND,India,1965,153.868,,0.308,
TWN,Taiwan,1993,153.793,209.117,7.308,9.937
COL,Colombia,2019,90.419,100.552,1.796,1.998
JPN,Japan,1940,153.244,,2.121,
DEU,Germany,1883,153.093,,3.394,
IRQ,Iraq,2012,152.815,,4.792,
AUS,Australia,1971,152.63,,11.711,
UKR,Ukraine,1952,152.583,,3.978,
NLD,Netherlands,1975,152.525,,11.147,
VEN,Venezuela,2000,151.87,87.781,6.278,3.628
FRA,France,1920,151.778,,3.94,
TUR,Turkey,1990,151.508,212.708,2.81,3.945
NLD,Netherlands,1987,151.48,,10.317,
VEN,Venezuela,2004,151.268,110.482,5.819,4.25
VNM,Vietnam,2011,151.231,166.901,1.702,1.878
ROU,Romania,1974,150.72,,7.026,
BRA,Brazil,1975,150.685,,1.405,
JPN,Japan,1943,150.637,,2.002,
FRA,France,1910,150.612,,3.734,
PAK,Pakistan,2013,150.451,162.075,0.787,0.847
IDN,Indonesia,1990,150.285,143.619,0.828,0.792
ARE,United Arab Emirates,2020,150.268,,15.193,
KAZ,Kazakhstan,1998,150.161,117.919,9.885,7.763
FRA,France,1909,150.096,,3.715,
GBR,United Kingdom,1859,150.011,,5.215,
VEN,Venezuela,2007,149.924,115.502,5.502,4.239
IRN,Iran,1984,149.864,,3.296,
DZA,Algeria,2015,149.683,,3.768,
ZAF,South Africa,1970,149.618,,6.779,
IRN,Iran,1983,149.585,,3.428,
VNM,Vietnam,2013,149.22,188.613,1.644,2.078
KOR,South Korea,1983,149.165,,3.753,
EGY,Egypt,2004,149.143,130.356,2.011,1.758
KAZ,Kazakhstan,2000,149.054,111.127,9.988,7.447
DZA,Algeria,2016,148.929,,3.673,
KAZ,Kazakhstan,1969,148.911,,11.611,
CZE,Czechia,1991,148.892,130.434,14.391,12.607
RUS,Russia,1943,147.867,,1.537,
JPN,Japan,1942,147.792,,1.991,
IRN,Iran,1986,147.603,,2.996,
POL,Poland,1954,147.568,,5.514,
AUS,Australia,1970,147.48,,11.528,
ARG,Argentina,1999,147.285,149.097,4.039,4.088
USA,United States,1877,147.176,,3.07,
NLD,Netherlands,1985,146.98,,10.127,
FRA,France,1908,146.714,,3.631,
COM,Comoros,2019,0.306,,0.359,
EGY,Egypt,2003,146.463,138.788,2.011,1.906
ITA,Italy,1962,146.255,,2.899,
JPN,Japan,1953,145.77,,1.678,
NLD,Netherlands,1988,145.603,,9.855,
FRA,France,1907,145.596,,3.608,
CAN,Canada,1949,145.022,,10.79,
ROU,Romania,1973,144.765,,6.818,
ESP,Spain,1972,144.716,,4.175,
CZE,Czechia,1992,144.617,145.626,13.969,14.066
PRK,North Korea,1985,144.285,,7.643,
RUS,Russia,1933,144.255,,1.644,
NLD,Netherlands,1984,144.073,,9.979,
MEX,Mexico,1973,144.058,,2.558,
NLD,Netherlands,1986,144.014,,9.867,
USA,United States,1878,143.904,,2.933,
IRN,Iran,1974,143.775,,4.523,
PAK,Pakistan,2006,143.726,155.34,0.876,0.947
DEU,Germany,1882,143.665,,3.215,
KAZ,Kazakhstan,2001,143.585,117.834,9.63,7.903
CAN,Canada,1947,143.548,,11.094,
ZAF,South Africa,1969,143.143,,6.659,
BRA,Brazil,1974,143.084,,1.366,
KAZ,Kazakhstan,1968,143.019,,11.34,
IND,India,1963,142.601,,0.298,
VNM,Vietnam,2012,142.552,162.692,1.587,1.812
JPN,Japan,1954,142.534,,1.62,
DZA,Algeria,2014,142.529,,3.662,
UKR,Ukraine,1951,142.488,,3.768,
ARG,Argentina,2000,142.358,140.1,3.861,3.8
TWN,Taiwan,1992,142.172,220.379,6.813,10.56
AUS,Australia,1969,142.124,,11.353,
JPN,Japan,1955,141.875,,1.594,
NLD,Netherlands,1970,141.803,,10.906,
RUS,Russia,1942,141.681,,1.486,
KOR,South Korea,1982,140.806,,3.594,
NLD,Netherlands,1971,140.666,,10.699,
PHL,Philippines,2018,140.658,159.293,1.319,1.494
CAN,Canada,1944,140.407,,11.458,
GBR,United Kingdom,1856,140.375,,4.975,
EGY,Egypt,2000,140.35,138.031,2.039,2.005
ROU,Romania,1991,140.204,127.938,5.977,5.454
BEL,Belgium,1979,139.787,,14.185,
IND,India,1964,139.639,,0.286,
KOR,South Korea,1981,139.613,,3.617,
USA,United States,1873,139.507,,3.193,
ARG,Argentina,1998,139.452,146.893,3.867,4.073
GBR,United Kingdom,1854,139.302,,4.999,
IRN,Iran,1975,139.214,,4.253,
POL,Poland,1953,139.193,,5.3,
KAZ,Kazakhstan,1967,139.147,,11.234,
JPN,Japan,1944,138.733,,1.818,
BEL,Belgium,1973,138.639,,14.262,
CZE,Czechia,1993,138.634,130.451,13.383,12.593
VNM,Vietnam,2010,138.585,157.134,1.575,1.786
CAN,Canada,1946,138.422,,10.894,
NLD,Netherlands,2020,138.1,,8.06,
CAN,Canada,1943,138.062,,11.473,
SAU,Saudi Arabia,1979,138.005,,15.102,
ZAF,South Africa,1968,137.954,,6.587,
FRA,France,1921,137.909,,3.574,
GBR,United Kingdom,1857,137.862,,4.855,
IRN,Iran,1982,137.771,,3.29,
FRA,France,1940,137.737,,3.415,
ARG,Argentina,1997,137.641,143.695,3.86,4.03
TUR,Turkey,1989,137.57,,2.596,
NLD,Netherlands,1983,137.357,,9.562,
FRA,France,1906,136.568,,3.388,
PHL,Philippines,2020,136.018,,1.241,
USA,United States,1875,135.748,,2.966,
BEL,Belgium,1978,135.45,,13.77,
IRQ,Iraq,2011,135.274,,4.403,
MYS,Malaysia,2002,135.118,126.843,5.582,5.24
GBR,United Kingdom,1858,135.114,,4.729,
CZE,Czechia,1996,134.955,122.199,13.039,11.806
BEL,Belgium,1974,134.95,,13.845,
PHL,Philippines,2017,134.902,153.36,1.283,1.458
BEL,Belgium,1980,134.836,,13.663,
ARG,Argentina,1996,134.762,136.705,3.823,3.879
PAK,Pakistan,2005,134.757,147.227,0.841,0.918
CZE,Czechia,1969,134.694,,13.737,
PRK,North Korea,1984,134.662,,7.244,
ARG,Argentina,2003,134.631,108.031,3.535,2.836
KOR,South Korea,1980,134.524,,3.536,
AUS,Australia,1968,134.497,,11.01,
USA,United States,1874,134.297,,3.003,
DEU,Germany,1881,134.264,,3.034,
ARG,Argentina,2001,134.004,129.129,3.595,3.464
MYS,Malaysia,2001,133.988,115.945,5.651,4.89
CHN,China,1953,133.783,,0.226,
ZAF,South Africa,1967,133.76,,6.555,
TWN,Taiwan,1991,133.586,174.989,6.46,8.462
NLD,Netherlands,1982,133.487,,9.338,
VEN,Venezuela,1997,133.483,119.005,5.845,5.211
THA,Thailand,1994,133.299,158.748,2.264,2.696
ARE,United Arab Emirates,2007,133.264,203.103,21.603,32.924
KAZ,Kazakhstan,1966,133.1,,10.97,
VEN,Venezuela,1995,132.876,116.358,6.059,5.306
KOR,South Korea,1979,132.874,,3.542,
USA,United States,1876,132.82,,2.836,
IND,India,1962,132.729,,0.283,
IDN,Indonesia,1988,132.721,,0.758,
DZA,Algeria,2013,132.435,,3.472,
CZE,Czechia,1994,132.37,124.899,12.776,12.055
MEX,Mexico,1972,132.271,,2.419,
ROU,Romania,1972,132.254,,6.294,
BRA,Brazil,1973,132.169,,1.292,
JPN,Japan,1938,131.735,,1.872,
IDN,Indonesia,1989,131.674,,0.739,
CZE,Czechia,1995,131.601,123.346,12.705,11.908
UKR,Ukraine,1950,131.47,,3.525,
CAN,Canada,1942,131.077,,11.092,
CZE,Czechia,1997,130.725,118.022,12.645,11.416
BEL,Belgium,1972,130.638,,13.478,
CAN,Canada,1945,130.521,,10.46,
GBR,United Kingdom,1855,130.442,,4.652,
JPN,Japan,1952,130.406,,1.522,
ROU,Romania,1992,130.235,117.767,5.571,5.038
BEL,Belgium,1998,130.209,180.483,12.719,17.63
COG,Congo,2019,3.291,,0.612,
PAK,Pakistan,2004,129.96,135.667,0.83,0.866
BEL,Belgium,1976,129.678,,13.24,
NGA,Nigeria,2011,129.569,99.889,0.796,0.614
VEN,Venezuela,1994,129.531,109.172,6.032,5.084
